Brand,Vehicle_model,segment,number_of_seats,Vehicle_Range_KM,Vehicle_Efficiency,weight__kg,1-Stop Range,SEC,Battery,Fastcharge,Towing,Cargo,Price/range,Germany_price,Netherland_price,England_price
Fiat,500e Hatchback 24 kWhFiat,B,4,135,158,1255,153,9.0,21.3,40,0,185,198,30990,24999,20995
Renault,Megane E Tech EV40,C,5,260,154,1588,277,10.0,40.0,500,500,440,151,42000,36370,0
Audi,e tron 50 quattroAudi,E,5,280,231,2445,299,6.8,64.7,114,1800,722,251,69100,0,62035
Volvo,EX90 Twin Motor Performance,F,7,485,221,2762,523,4.9,107.0,150,2200,703,213,96800,98495,99960
Mercedes,Benz EQS 580 4MATICMercedes,F,5,590,184,2635,654,4.3,108.4,173,750,620,267,141705,173825,0
XPENG,G6 AWD Performance MY24,D,5,475,184,2195,565,4.1,87.5,180,1500,571,111,51600,53990,0
Ford,Capri Standard Range RWD,D,5,320,163,1914,357,9.0,52.0,1,1000,572,141,44950,42250,42075
Volvo,EC40 Single Motor ER,C,5,420,188,2095,454,7.3,79.0,110,1500,435,135,57190,50495,54160
Hyundai,Kona Electric 64 kWh,B,5,390,164,1760,363,7.6,64.0,64,0,332,101,39000,40995,32845
Hyundai,IONIQ 9 Performance AWDHyundai,F,7,485,219,2685,550,5.2,106.0,195,2500,390,177,86750,81495,77595
Jaguar,I Pace EV400Jaguar I,D,5,380,223,2208,360,4.8,84.7,85,750,505,207,76815,83077,66350
Opel,Astra Sports Tourer Electric,C,5,335,165,1765,351,9.5,55.4,75,0,516,115,39490,37499,0
MG,Marvel R PerformanceMG Marvel,C,5,350,200,1995,335,4.9,70.0,82,750,357,148,50990,52485,0
Polestar,2 Long Range Performance,D,5,450,176,2180,501,4.2,79.0,110,1500,446,139,58775,61700,57950
MG,IM5 PerformanceMG IM5 Performance,D,5,490,197,2298,621,3.2,96.5,250,0,475,114,0,0,48495
Lucid,Air Pure RWD MY26,F,5,580,152,2145,668,4.7,88.0,150,0,910,151,85900,88900,0
Mercedes,Benz EQE 350 4MATIC,E,5,510,175,2475,547,6.3,89.0,120,750,430,157,74149,86263,0
BMW,iX M70 xDriveBMW iX,E,5,500,218,2655,524,3.8,108.9,150,2500,500,258,124900,131414,114205
Toyota,Urban Cruiser 61 1,B,5,330,181,1835,307,8.7,59.8,60,750,238,116,38990,35795,34460
BYD,DOLPHIN 44 9 kWh,C,5,265,169,1650,251,12.3,44.9,50,0,345,113,0,29990,26195
Škoda,Enyaq Coupe RS MY26,C,5,470,168,2239,534,5.4,79.0,135,1800,570,126,60850,55490,53860
Volkswagen,ID 3 ProVolkswagen ID,C,5,350,166,1805,378,9.6,58.0,82,0,385,100,34995,36890,28420
Citroën,ë C3 Aircross Comfort,B,5,240,183,1579,254,12.9,43.8,62,350,460,110,26490,27800,21595
Škoda,Enyaq 85x MY25 Skoda,C,5,450,171,2230,501,6.7,77.0,120,1200,585,119,51150,0,48760
Volkswagen,ID 5 Pro MY26,C,5,455,169,2131,508,6.7,77.0,120,1000,549,115,51270,54990,44400
BMW,i7 M70 xDriveBMW i7,F,5,490,208,2770,534,3.7,101.7,159,0,500,381,181800,189877,163315
CUPRA,Born VZCUPRA Born VZ,C,5,465,170,1999,517,5.6,79.0,135,0,385,111,52870,49990,44820
Peugeot,e 408 58 kWh,C,5,355,164,1856,380,7.2,58.3,80,0,468,115,0,40990,0
Aiways,U5Aiways U5 Discontinued October,C,5,315,190,1795,313,7.5,60.0,78,0,432,121,35993,39950,0
Audi,e tron Sportback 55,E,5,380,228,2565,399,5.7,86.5,146,1800,677,209,83750,68815,74635
Peugeot,e 308 58 kWh,C,5,345,161,1749,358,9.3,55.4,75,0,361,109,42435,36950,29495
Hyundai,IONIQ 5 Long Range,C,5,365,192,2095,452,5.2,70.0,185,1600,555,143,49900,54500,45145
Mercedes,Benz EQB 250Mercedes Benz,C,7,385,173,2110,397,8.9,66.5,100,0,495,146,52550,59917,0
BYD,TANGBYD TANG Discontinued August,E,7,355,243,2705,342,4.6,86.4,109,1500,235,199,71400,69990,0
NIO,ET5 Long RangeNIO ET5,E,5,500,180,2235,494,4.0,90.0,1,1400,386,140,68500,71700,0
Dacia,Spring ElectricDacia Spring Electric,A,4,160,156,1020,151,19.1,25.0,29,0,300,120,20490,17890,0
Volkswagen,ID 4 PureVolkswagen ID,C,5,285,182,1966,301,10.9,52.0,70,1000,543,146,36950,42940,38845
Smart,5 Pro MY25 Smart,D,5,475,202,2335,587,6.5,96.0,230,1600,702,109,50900,53440,43800
XPENG,G9 RWD Standard Range,E,5,410,191,2285,528,6.6,78.2,280,1500,731,146,59600,59990,0
Mercedes,Benz EQE 350 MY23,E,5,515,173,2405,556,6.4,89.0,120,750,430,157,70995,83238,77345
Mercedes,Benz EQC 400 4MATICMercedes,D,5,370,216,2495,366,5.1,80.0,100,1800,500,201,69484,77935,65720
Opel,Corsa Electric 50 kWh,B,5,290,160,1544,318,8.7,46.3,78,0,267,116,34650,34999,26895
Mercedes,Benz EQS SUV Maybach,F,4,490,241,3075,507,4.4,118.0,160,1800,440,441,200634,216780,200870
Audi,S e tron GTAudi,F,4,540,180,2385,700,3.4,97.0,267,0,482,235,126000,129990,107825
Tesla,Model X P100DTesla Model,F,7,420,226,2572,413,3.1,95.0,100,2250,,374,156900,160220,134150
Hyundai,Kona Electric 39 kWh,B,5,245,160,1610,223,9.9,39.2,37,0,361,145,34850,36795,30650
Citroën,ë C4 XCitroen e,C,5,285,162,1659,318,9.7,46.3,78,0,510,129,35275,38055,31960
Polestar,2 Long Range Dual,D,5,450,176,2183,501,4.5,79.0,110,1500,446,125,52275,55200,52950
Volkswagen,ID 4 Pro 4MOTION,C,5,435,177,2233,477,6.6,77.0,120,1200,543,116,49020,49990,46080
Škoda,Elroq RS MY25 Skoda,C,5,450,176,2229,508,5.4,79.0,135,1200,470,118,53050,52990,46560
Nissan,Townstar EV PassengerNissan Townstar,N,5,225,200,1872,221,12.6,45.0,50,1500,819,178,39990,0,0
Porsche,Cayenne Turbo Electric MY26,E,5,495,218,2720,636,2.5,108.0,290,3000,837,328,165500,171722,130900
Tesla,Model X 90DTesla Model,F,7,395,216,2464,387,5.0,85.5,90,0,,287,113300,113285,0
Mercedes,Benz EQE 300 MY22,E,5,515,173,2385,556,7.3,89.0,120,750,430,144,66402,71138,74345
DS,Automobiles DS 3 E,B,5,300,169,1625,322,9.0,50.8,79,0,350,135,40540,39840,35495
Audi,RS e tron GTAudi,F,4,525,185,2395,682,2.8,97.0,267,0,427,282,147500,151990,126425
Alpine,A390 GTAlpine A390 GT,D,5,470,189,2199,486,4.8,89.0,120,1350,532,146,67500,68000,61390
Ford,Mustang Mach E SR,D,5,365,186,2044,364,6.9,68.0,78,750,619,134,47500,50425,42530
MG,MG5 Electric Standard RangeMG,C,5,265,174,1637,276,7.7,46.0,60,500,479,139,35490,38150,0
Ford,Capri Extended Range AWD,D,5,445,173,2175,493,5.3,77.0,120,1800,572,119,55400,50750,0
Smart,ForTwo Electric DriveSmart ForTwo,A,2,100,167,1085,71,11.5,16.7,0,0,260,215,21940,23669,16420
Volkswagen,ID 5 GTX MY24,C,5,430,179,2242,477,5.5,77.0,120,1200,549,141,56455,61490,55365
Audi,SQ6 SUV e tron,D,5,470,202,2425,550,4.3,94.9,186,2400,578,214,93800,101400,92950
Kia,PV5 Passenger 51 5,N,5,230,209,2065,257,12.8,48.0,75,1500,1,166,38290,39995,31495
Renault,Zoe ZE40 R110Renault Zoe,B,5,255,161,1502,232,11.4,41.0,40,0,338,118,29990,0,0
Opel,Astra Sports Tourer Electric,C,5,310,164,1760,336,9.3,50.8,79,0,516,132,43490,38999,34705
Seres,3Seres 3 Discontinued October,C,5,260,196,1765,232,8.9,51.0,50,0,318,146,0,37995,0
Zeekr,X Long Range RWD,B,5,360,181,1930,399,5.6,65.0,112,1600,383,121,0,43490,0
Škoda,Enyaq 60 MY24 Skoda,C,5,335,173,1992,361,8.7,58.0,82,1000,585,133,44200,44990,38970
Audi,Q4 e tron 35Audi,C,5,285,182,1990,324,9.0,52.0,1,1000,520,160,45600,0,0
Peugeot,e 408 58 kWh,C,5,350,167,1879,372,7.2,58.3,80,0,471,126,46300,44780,35560
Volvo,EX40 Single Motor MY26,C,5,345,194,2040,378,7.3,67.0,100,1500,441,141,49990,42995,46260
Smart,EQ forfourSmart EQ forfour,A,4,95,176,1200,66,12.7,16.7,0,0,185,241,19120,23995,22295
Porsche,Taycan Turbo SPorsche Taycan,F,5,525,185,2370,674,2.4,97.0,267,0,450,391,209900,218900,162200
Lancia,Ypsilon MY24 Lancia Ypsilon,B,5,310,155,1561,332,8.2,48.1,76,0,309,114,0,35400,0
Polestar,2 Standard Range Single,D,5,405,165,2020,454,6.4,67.0,100,1500,448,120,48990,44950,44950
Honda,e AdvanceHonda e Advance,B,4,170,168,1595,169,8.3,28.5,32,0,171,242,39900,40615,37395
Audi,Q4 Sportback e tron,C,5,435,177,2145,485,6.7,77.0,120,1000,535,128,54950,51990,52810
Subaru,Uncharted 77 kWh AWD,C,5,375,192,2025,405,5.1,72.0,110,1500,403,130,0,48900,0
Genesis,G80 Electrified Luxury MY22,F,5,440,188,2325,507,4.9,82.5,160,0,354,170,69200,0,69805
MG,MG5 EVMG MG5 EV,C,5,290,168,1607,290,7.7,48.8,60,0,464,103,0,0,26095
Audi,Q8 SUV e tron,E,5,425,209,2585,443,6.0,89.0,1,1800,631,179,75900,71385,70715
Maserati,Grecale Folgore MY24 25,E,5,415,238,2555,413,4.1,98.6,110,1800,535,301,124301,124600,109905
Audi,S6 Sportback e tron,E,5,555,171,2400,663,3.9,94.9,186,2100,529,187,99500,99990,97540
Citroën,ë C4 54 kWhCitroen,C,5,325,156,1646,353,9.1,50.8,79,0,380,109,34100,37465,30005
Nissan,e NV200 EvaliaNissan e,N,7,105,210,1614,112,14.0,22.0,0,0,2,332,37602,38950,24407
NIO,ET5 Touring Long RangeNIO,E,5,485,186,2285,527,4.0,90.0,1,1400,450,146,68500,72900,0
Porsche,Taycan 4S PlusPorsche Taycan,F,5,565,172,2325,738,3.7,97.0,267,0,491,218,126422,132631,96200
Mercedes,Benz EQS 350Mercedes Benz,F,5,570,168,2440,614,6.7,96.0,130,750,620,187,0,98867,99845
Lucid,Air Grand Touring MY23,F,5,665,168,2435,763,3.0,112.0,0,0,910,196,129000,132000,0
NIO,ET7 Long RangeNIO ET7,F,5,505,178,2454,509,3.8,90.0,100,2000,363,183,90900,93900,0
Mercedes,Benz EQA 300 4MATICMercedes,C,5,350,190,2110,359,7.7,66.5,100,1800,340,166,53520,59342,53010
Porsche,Macan 4 Electric MY26,D,5,470,202,2405,553,5.2,94.9,186,2500,624,182,84600,89600,71900
Dacia,Spring ElectricDacia Spring Electric,A,4,160,156,1012,151,19.1,25.0,29,0,300,123,20490,18750,0
Kia,e Soul 64 kWhKia,B,5,370,173,1757,343,7.9,64.0,64,0,315,122,47450,42695,39075
Kia,e Soul 64 kWhKia,B,5,370,173,1757,343,7.9,64.0,64,0,315,107,42390,36495,34995
Tesla,Model X Long Range,F,7,480,204,2505,529,4.6,98.0,125,2250,,199,90990,95005,87980
Audi,Q8 Sportback e tron,E,5,525,202,2585,543,5.6,106.0,144,1800,590,169,89550,80990,83215
Mercedes,Benz EQE 300 MY23,E,5,525,170,2405,566,7.3,89.0,120,750,430,137,67187,69928,68810
Audi,e tron 55 quattroAudi,E,5,365,237,2565,384,5.7,86.5,146,1800,722,222,80900,84100,68060
Volvo,EX40 Twin Motor MY25,C,5,385,205,2170,414,4.8,79.0,110,1800,441,164,59590,0,57805
Audi,A6 Sportback e tron,E,5,570,166,2360,682,4.7,94.9,186,2100,529,144,79800,79990,75040
Volkswagen,ID 4 Pro 4MOTION,C,5,435,177,2231,477,6.6,77.0,120,1200,543,117,49020,49990,46120
Audi,Q4 Sportback e tron,C,5,425,180,2120,453,8.5,76.6,125,1000,535,138,53900,61465,52130
Mercedes,Benz EQS 500 4MATICMercedes,F,5,640,184,2655,682,4.9,118.0,160,1700,620,212,125378,146057,0
Polestar,3 Long Range Single,E,5,530,202,2478,571,7.8,107.0,150,1500,516,150,78590,79950,69900
Škoda,Enyaq RS MY25 Skoda,C,5,460,172,2236,520,5.4,79.0,135,1200,585,127,58600,56490,51960
Fisker,Ocean OneFisker Ocean One,D,5,525,203,2509,565,3.9,106.5,135,1820,476,134,69950,71058,60880
Lucid,Air Pure RWD MY24,F,5,530,158,2145,615,4.7,84.0,140,0,910,163,85000,88000,0
Toyota,bZ4X FWD 57 7,C,5,305,177,1945,343,8.6,54.0,85,750,452,142,42990,39995,40675
KGM,Musso EV 4WD MY25,N,5,360,224,2385,351,8.0,80.6,100,1800,907,131,45990,48490,0
XPENG,P7 RWD Standard Range,E,5,375,160,2074,491,6.9,60.0,220,1500,573,124,46600,0,0
Porsche,Taycan 4 Cross TurismoPorsche,F,5,420,199,2320,531,5.1,83.7,216,0,530,238,98514,104000,84500
Peugeot,e 208 50 kWh,B,5,295,157,1530,321,9.0,46.3,78,0,309,115,36525,32700,28650
SEAT,Mii ElectricSEAT Mii Electric,A,4,205,158,1235,188,12.3,32.3,30,0,251,116,24650,23400,20300
Polestar,3 Long Range Performance,E,5,480,223,2654,516,4.7,107.0,150,2200,516,194,92190,93550,81500
Mercedes,Benz EQE SUV 350,E,5,435,208,2560,468,6.6,90.6,141,1800,520,215,89548,99089,79940
DS,Automobiles N 4 E,C,5,350,167,1867,372,7.1,58.3,80,0,390,122,45900,41090,35495
Tesla,Model S 70DTesla Model,F,5,350,190,2156,369,5.4,66.5,95,0,895,240,83500,84800,0
Kia,Soul EVKia Soul EV,B,5,170,176,1580,172,11.2,30.0,40,0,281,190,29490,36335,26995
Peugeot,e 308 MY23 25,C,5,300,169,1759,327,9.8,50.8,79,0,361,139,44765,42070,33460
NIO,EL7 Long RangeNIO EL7,F,5,430,209,2441,421,3.9,90.0,100,2000,570,224,94900,97900,0
Porsche,Taycan Turbo SPorsche Taycan,F,5,430,195,2370,549,2.8,83.7,216,0,450,445,197740,206163,148300
KGM,Musso EV 2WD MY26,N,5,365,221,2265,357,9.2,80.6,100,1800,907,118,41990,44059,0
Volkswagen,ID 4 GTXVolkswagen ID,C,5,400,193,2224,434,6.2,77.0,115,1200,543,135,50415,54990,49025
Citroën,ë C4 X 54,C,5,335,152,1652,362,9.1,50.8,79,0,510,107,34800,38165,30005
Toyota,Urban Cruiser 48 8,B,5,270,177,1775,248,9.6,47.8,45,750,244,123,31990,32995,29995
Lotus,Emeya 900Lotus Emeya 900,F,5,465,213,2650,611,2.8,98.9,328,1225,543,320,145990,150595,129990
Renault,Scenic E Tech EV60,C,5,340,176,1822,363,8.6,60.0,87,1100,545,124,41400,42470,37495
Ford,Mustang Mach E ER,D,5,445,204,2245,447,4.6,91.0,115,1500,619,148,65900,64400,58415
Voyah,Courage 80 kWh AWDVoyah,D,5,390,198,2302,427,4.9,77.3,110,1700,527,128,0,49990,0
Porsche,Taycan GTSPorsche Taycan GTS,F,5,450,186,2370,578,3.7,83.7,216,0,491,306,139906,146663,110200
Ford,Mustang Mach E ER,D,5,440,207,2257,410,5.8,91.0,86,1000,619,165,69700,73840,65080
Hongqi,E HS9 120 kWhHongqi,F,5,455,246,2850,418,4.9,112.0,110,1500,438,187,0,84995,0
Smart,1 Premium MY23 Smart,B,5,335,185,1875,357,6.7,62.0,90,1600,338,132,44990,42500,39660
Volkswagen,ID 3 GTX Performance,C,5,465,170,1993,526,5.6,79.0,135,0,385,108,48725,47990,46325
Renault,Zoe R90Renault Zoe R90,B,5,255,161,1555,182,13.5,41.0,0,0,338,122,33200,32890,23770
Kia,e Niro 64 kWhKia,C,5,375,171,1812,349,7.8,64.0,64,0,451,106,39090,42510,32995
Mercedes,Benz EQB 300 4MATICMercedes,C,7,340,196,2175,350,8.0,66.5,100,0,495,181,55519,65483,55310
XPENG,P7 AWD PerformanceXPENG P7,E,5,460,180,2215,521,4.1,82.7,138,0,440,130,58600,61188,0
Abarth,500e HatchbackAbarth 500e Hatchback,B,4,225,166,1410,247,7.0,37.3,67,0,185,158,37990,36490,27995
Audi,Q4 e tron 45,C,5,395,195,2235,437,6.6,77.0,120,1200,520,142,54950,52990,52740
BMW,i5 xDrive40 Sedan MY24,E,5,455,178,2355,522,5.4,81.2,136,2000,490,172,75600,81270,0
Porsche,Macan Turbo Electric MY24,D,5,465,204,2480,550,3.3,94.9,186,2000,564,247,114600,121000,95000
Porsche,Taycan Turbo GTPorsche Taycan,F,5,475,204,2365,610,2.3,97.0,267,0,410,496,240000,249900,189200
Smart,5 Pro MY25 Smart,D,5,370,201,2275,395,6.9,74.4,110,1600,702,126,45900,48440,39800
Polestar,3 Dual Motor MY26,E,5,500,204,2565,590,4.7,102.0,200,2200,508,179,0,0,77990
Porsche,Macan GTS Electric MY26,D,5,465,204,2470,546,3.8,94.9,186,2500,560,227,104200,109700,89000
Polestar,2 Standard Range Single,D,5,395,167,2019,439,6.4,66.0,116,1500,446,121,46275,44950,44950
Mercedes,Benz EQS AMG 53,F,5,585,202,2700,619,3.4,118.0,160,1700,620,294,155009,174492,161860
Renault,4 E Tech 40kWh,B,5,245,163,1485,253,9.2,40.0,55,750,420,112,29400,29990,20250
Polestar,2 Long Range Performance,D,5,450,176,2180,501,4.2,79.0,110,1500,448,142,63490,61700,58160
Alpine,A290 Electric 180 hpAlpine,B,5,310,168,1554,326,7.4,52.0,75,500,326,120,38700,38800,29750
Suzuki,e VITARA 49 kWh,B,5,270,177,1775,248,9.6,47.8,45,750,238,119,29990,31995,29999
Renault,Zoe R240Renault Zoe R240,B,5,145,161,1502,102,13.5,23.3,0,0,338,148,21500,20990,18945
Audi,e tron S SportbackAudi,E,5,330,262,2730,348,4.5,86.5,146,1800,677,292,96050,88815,90235
BMW,i5 eDrive40 Touring MY24,E,5,455,178,2255,522,6.1,81.2,136,1500,570,171,72200,80665,69945
Volvo,EC40 Single Motor ER,C,5,420,188,2095,454,7.3,79.0,110,1500,435,137,57190,53495,54305
Opel,Combo Electric 50 kWhOpel,N,5,235,213,1811,246,11.3,50.0,80,750,775,165,38600,42764,30690
KGM,Musso EV 2WD MY25,N,5,365,221,2265,357,9.2,80.6,100,1800,907,118,41990,44059,0
Lexus,RZ 550e F SPORT,D,5,390,185,2135,425,4.4,72.0,110,0,522,198,78700,74495,67795
Mercedes,Benz EQS SUV 450,F,7,540,219,2730,559,6.8,118.0,160,750,645,219,110801,125425,0
Volvo,ES90 Twin Motor Performance,F,5,535,191,2610,642,4.0,102.0,2,2000,468,178,94490,91495,87350
Lotus,Eletre 600Lotus Eletre 600,F,5,495,220,2565,604,4.5,109.0,259,2250,657,203,99990,103795,84990
Fiat,500e 3 1 42,B,4,235,159,1400,258,9.0,37.3,67,0,185,146,36990,31499,0
MG,MG4 Premium Long Range,C,5,365,169,1765,413,7.5,61.7,110,500,388,95,0,0,29995
Volkswagen,e Up Volkswagen e,A,4,100,160,1229,111,12.4,16.0,30,0,250,235,22975,25095,19615
Tesla,Model X PerformanceTesla Model,F,7,470,209,2552,516,3.1,98.0,125,2250,,240,107990,112005,102980
Volkswagen,ID 3 Pure PerformanceVolkswagen,C,5,275,164,1781,300,8.9,45.0,72,0,385,128,0,37990,28135
Mercedes,Benz EQB 250 Mercedes,C,7,410,172,2115,401,8.9,70.5,90,0,495,133,53978,54966,0
Smart,5 Summit Edition MY25,D,5,460,209,2445,570,4.9,96.0,230,1600,677,125,56900,59440,48800
Kia,EV6 Standard Range 2WDKia,C,5,305,177,1875,377,8.5,54.0,140,750,563,148,46990,43495,0
Mercedes,Benz EQA 350 4MATICMercedes,C,5,350,190,2110,359,6.0,66.5,100,1800,340,178,56424,67691,54510
Kia,EV9 99 8 kWh,F,7,420,229,2648,468,4.6,96.0,194,2500,385,217,89990,88795,82185
Dacia,Spring Electric 65 ExtremeDacia,A,4,160,156,1035,149,13.7,25.0,29,0,300,150,24550,23400,0
XPENG,G9 RWD Standard Range,E,5,395,192,2285,478,6.4,75.8,170,1500,731,150,59600,59188,0
Nissan,Ariya e 4ORCE 87kWh,C,5,405,215,2259,391,5.7,87.0,80,1500,415,136,57490,55690,45500
Kia,EV9 76 1 kWh,F,7,350,209,2387,414,8.5,73.0,160,900,423,174,61990,59995,0
Mercedes,Benz EQT 200 StandardMercedes,N,5,225,200,1867,225,12.6,45.0,50,1500,551,200,39623,50227,0
Cadillac,VISTIQ 900 E4 MY26,F,7,375,243,2899,365,4.1,91.0,100,2000,297,290,108809,0,0
Toyota,Proace City Verso L1,N,5,235,213,1811,246,11.7,50.0,80,750,775,167,38830,41995,31995
BMW,i4 xDrive40BMW i4 xDrive40,D,5,490,166,2260,556,5.1,81.3,130,1600,470,132,63000,65899,0
Škoda,Enyaq Coupe 60 MY25,C,5,370,159,2003,429,8.1,59.0,110,1000,570,124,46850,44990,0
TOGG,T10X Long Range AWDTOGG,C,5,425,200,2208,450,4.8,85.0,115,0,441,116,49200,0,0
Mercedes,Benz EQS 350Mercedes Benz,F,5,540,168,2390,601,6.6,90.6,141,750,610,175,97806,91303,0
Volvo,XC40 Recharge Twin Pure,C,5,350,214,2188,368,4.9,75.0,108,1800,450,171,56150,57495,57000
NIO,ET5 Standard RangeNIO ET5,E,5,410,179,2215,447,4.0,73.5,110,1400,386,149,59500,62700,0
Subaru,Uncharted 57 7 kWh,C,5,320,169,1815,353,8.4,54.0,85,750,404,118,0,37900,0
Porsche,Taycan TurboPorsche Taycan Turbo,F,5,415,202,2380,528,3.2,83.7,216,0,450,367,156348,162400,119900
Lucid,Air Dream Edition RLucid,F,5,685,172,2435,788,2.9,118.0,185,0,910,321,218000,222000,0
Mercedes,Benz EQE SUV 500,E,5,455,211,2610,482,4.9,96.0,141,1800,520,235,99841,116755,90505
Ford,Mustang Mach E ER,D,5,430,205,2257,401,5.8,88.0,86,750,619,154,63700,67640,58230
Audi,e tron 55 quattroAudi,E,5,365,237,2595,384,5.7,86.5,146,1800,722,213,79445,71500,71500
Volkswagen,ID 3 Pro PerformanceVolkswagen,C,5,350,166,1805,375,7.3,58.0,82,0,385,104,36495,38390,29740
Aiways,U6Aiways U6 Discontinued December,C,5,350,171,1790,349,7.0,60.0,0,0,472,138,47588,48975,0
Audi,Q6 Sportback e tron,D,5,500,190,2400,585,5.9,94.9,186,2400,575,160,77100,79990,71475
Mitsubishi,i MiEVMitsubishi i MiEV,A,4,85,171,1185,98,15.9,14.5,30,0,166,342,29393,30085,24054
Tesla,Model S PerformanceTesla Model,F,5,515,184,2307,546,2.8,95.0,110,0,894,193,96990,98005,89980
Volkswagen,ID 5 Pro PerformanceVolkswagen,C,5,430,179,2118,454,8.4,77.0,125,1000,549,128,48970,55690,52185
Volvo,EX40 Twin Motor MY26,C,5,385,205,2170,414,4.8,79.0,110,1800,441,151,59590,48995,57660
Škoda,Enyaq iV 50 MY21,C,5,305,170,1937,271,11.3,52.0,45,0,585,131,39900,0,0
Mercedes,Benz EQA 300 4MATICMercedes,C,5,350,190,2105,359,7.7,66.5,100,1800,340,170,53746,64031,53010
Audi,RS e tron GT,F,4,525,185,2395,682,2.5,97.0,267,0,427,311,160500,164990,142925
Polestar,2 Standard Range Single,D,5,345,177,2015,358,7.4,61.0,75,1500,440,133,45500,45900,39900
Citroën,ë Berlingo M 50,N,5,205,226,1739,221,11.7,46.3,78,750,571,190,37790,41741,32315
JAC,iEV7sJAC iEV7s Discontinued February,B,5,225,173,1535,200,12.0,39.0,0,0,250,133,0,29900,0
Fisker,Ocean ExtremeFisker Ocean Extreme,D,5,490,217,2526,528,3.9,106.5,135,1820,476,132,63590,63590,57900
Škoda,Enyaq Coupe 85 MY24,C,5,460,167,2140,484,6.7,77.0,120,1000,570,114,51150,52490,46440
Porsche,Taycan 4SPorsche Taycan 4S,F,5,490,168,2245,611,3.7,82.3,195,0,491,244,120900,126800,95900
TOGG,T10X Standard Range RWDTOGG,C,5,265,189,2024,327,7.4,50.0,70,0,441,129,34295,0,0
Ford,Mustang Mach E ER,D,5,440,207,2257,447,5.8,91.0,115,1500,619,158,65900,66940,65405
Zeekr,001 Privilege AWD MY24,E,5,480,196,2410,521,3.8,94.0,135,2000,569,150,71950,71990,0
Lotus,EmeyaLotus Emeya Discontinued March,F,5,520,190,2555,693,4.2,98.9,328,2250,543,209,106400,109685,96255
Opel,Zafira Electric 75 kWhOpel,N,9,265,260,2211,252,14.2,69.0,79,1000,603,210,53550,57753,48695
Abarth,600e ScorpionissimaAbarth 600e Scorpionissima,B,5,280,181,1700,297,5.9,50.8,79,0,360,170,48990,49990,37995
Smart,5 Pulse MY25 Smart,D,5,465,206,2420,574,4.9,96.0,230,1600,677,120,55400,57940,47300
Polestar,2 Long Range Performance,D,5,385,195,2188,409,4.4,75.0,108,1500,440,162,61495,62700,54550
Porsche,Taycan 4S Cross TurismoPorsche,F,5,510,190,2355,655,3.8,97.0,267,0,530,244,126400,132600,99200
Lexus,RZ 300e MY23 25,D,5,355,180,2030,391,8.0,64.0,750,750,522,157,55590,54495,49995
Zeekr,X Long Range RWD,B,5,360,181,1930,399,5.6,65.0,112,1600,383,121,43450,43490,0
Zeekr,X Privilege AWD MY25,B,5,350,186,2035,392,3.8,65.0,112,1600,383,138,48450,48490,0
Opel,Grandland Electric 73 kWh,C,5,355,206,2290,374,6.1,73.0,90,1350,485,141,51750,55999,37005
Citroën,ë C4 X 54,C,5,330,154,1659,359,9.3,50.8,79,0,510,119,36325,40305,35800
Lancia,Ypsilon 54 kWh HF,B,5,305,167,1631,330,5.6,50.8,79,0,309,134,0,40950,0
Tesla,Model S 90DTesla Model,F,5,445,192,2184,443,4.4,85.5,90,0,895,222,98000,99600,0
Mercedes,Benz EQA 350 4MATICMercedes,C,5,350,190,2105,359,6.0,66.5,100,1800,340,177,56424,66935,54510
Mercedes,Benz eVito Tourer Long,N,9,120,292,2260,85,16.0,35.0,0,0,990,453,54395,54377,0
Volkswagen,ID 7 Tourer Pro,E,5,520,165,2235,589,6.7,86.0,145,1000,605,117,59785,57990,56140
Fiat,500e Cabrio 42 kWhFiat,B,4,230,162,1405,251,9.0,37.3,67,0,185,148,37990,32999,26995
Volkswagen,ID 7 GTX MY24,E,5,500,172,2325,572,5.4,86.0,145,1200,532,137,63155,70490,61980
TOGG,T10F Standard Range RWDTOGG,D,5,295,169,1998,372,7.2,50.0,70,0,505,116,34295,0,0
BYD,ATTO 3 Evo RWD,C,5,415,180,1880,472,5.5,74.8,130,1500,591,111,0,0,40000
Audi,RS e tron GTAudi,F,4,400,209,2420,504,3.3,83.7,216,0,451,365,146050,155225,119000
Mercedes,Benz EQB 350 4MATICMercedes,C,7,340,196,2175,350,6.2,66.5,100,0,495,188,58197,68266,56810
SsangYong,Korando e MotionSsangYong Korando,C,5,290,193,1840,277,8.5,56.0,69,1500,551,137,42490,39990,31995
Alfa,Romeo Junior Elettrica 54,B,5,310,164,1635,330,6.0,50.8,79,0,400,156,48500,48000,42295
Volvo,C40 Recharge Twin Pure,C,5,360,208,2185,379,4.7,75.0,108,1800,450,170,57650,58995,58350
Opel,Mokka e 54 kWhOpel,B,5,290,175,1598,306,9.0,50.8,79,0,310,144,44720,37999,37260
Ford,Mustang Mach E GT,D,5,435,209,2343,441,3.8,91.0,115,750,619,168,78000,68400,0
Lucid,Air Touring MY26 Lucid,F,5,600,160,2337,698,3.6,96.0,160,0,910,169,99900,102900,0
Peugeot,iOnPeugeot iOn Discontinued April,A,4,85,171,1140,101,15.9,14.5,30,0,166,250,21800,22360,16995
Citroën,ë Berlingo M 50,N,5,235,213,1811,246,11.7,50.0,80,750,775,160,36940,41358,29740
